,English,Japanese,good_trans,original_language
47958,It was a completely useless day,全く無駄な一日でした,0,1
35444,it's right there.,そこにあります。,0,0
25065,i can't breathe.,息ができない。,0,0
56429,Then the people around me started singing along with it.,すると 周りの人々も それに合わせて歌い出した,0,1
15485,it gave him time to treat all the people on the cape.,岬の人たちをすべて治療することができた,1,1
17018,he was involved in nasa's lunar mapping probe.,彼はNASAのに関与していた 月面マッピングプローブ。,1,1
20458,and the first place we've done that is in southern siberia,私たちが最初にやったのは南シベリアです,0,0
55124,It's an opportunity,機会だろ,0,1
22776,"shut up, billy!",黙れ、ビリー！,0,0
8520,and suddenly graham appeared.,グレアムが止めてくれた,1,1
52077,Did you forget? It's the end time John,忘れたのか? 終わりの時間よ ジョン,0,1
13480,"but i'm a great actress, and it's frustrating.",でも私 偉大な女優よ イライラするわ,1,1
47574,Little heroes always discipline big bad guys,小さな英雄は いつも大きな悪人を懲らしめる,0,1
58118,I'll take that responsibility and eat everything ｡,あの 責任とって 全部食べますから,0,1
38568,i banish this card in my graveyard from the game!,私はこのカードを墓地でゲームから追放します！,0,0
16683,"the former public security official, shiroo heizo",元公安の城尾平蔵は,1,1
18064,"no, god. i don't wanna die.",死にたくない,1,1
48169,Cut leaves and brother.,葉っぱ切れや、兄ちゃん。,0,1
11333,the link i clicked on here,次にクリックしたリンクは,1,1
39687,"all of our gut instincts, the things we know to do",私たちの本能のすべて、私たちがすることを知っていること,0,0
22317,there's a nor' easter storm approaching the entire eastern seaboard.,東海岸全体に接近するノーイースターの嵐があります。,0,0
10602,who can successfully combine the hierarchy of institution,上手に結びあわせられるでしょう,1,1
59491,I heard,聞いたんです,0,1
53898,Yaho ~ It's the rainy season-it's messy-,やほ~ 梅雨だね―― ジメジメだね――,0,1
30826,is that it?,それですか？,0,0
14020,we use skeletal muscles so much. it's the one portion of our body,私たちは骨格筋をたくさん使っています,1,1
37083,her soul gem was annihilated after changing into a grief seed and giving birth to a witch.,彼女の魂の宝石は、悲しみの種に変わり、魔女を産んだ後、全滅しました。,0,0
38838,damn it.,くそ。,0,0
37911,why do you think so?,何でそう思うの？,0,0
21511,"but, we both have to work, right.",しかし、私たちは両方とも働かなければなりません。,0,0
7298,"come on, it's okay, reichan.",いいじゃないか レイちゃん,1,1
15844,we'll do a two for one special and take out the therapist also.,特別任務の為に2つやる 療法士も連れ出せ,1,1
28407,"i mean, the man brought his mistress to a married couples' retreat. no one's gonna cry for him.",つまり、男は愛人を夫婦の隠れ家に連れて行ったのです。誰も彼のために泣くつもりはありません。,0,0
53820,I want to check your apartment again,君のアパートをもう一度調べたい,0,1
45189,I'm not going to type for a few days,数日間はタイピング するつもりはない,0,1
43711,It's not a feature.,造作もないことじゃよ。,0,1
59068,A tremendous sense of awe,ものすごい畏怖の感覚さ,0,1
53859,Rehabilitation,リハビリテーション,0,1
41672,"Over time, physiotherapy will surely work great for nerve damage.",そのうちに 理学療法はきっと神経損傷に 素晴らしく効いてくる,0,1
4010,let's submit those service records like that.,そういう勤務記録を提出しろ。,1,1
25868,i also believe that being a father's incredibly important,私はまた、父親であることは非常に重要であると信じています,0,0
28221,begin loading the area map.,エリアマップのロードを開始します。,0,0
33455,great parenting form.,素晴らしい子育てフォーム。,0,0
6190,the one with the cabin in the woods.,いーや 山小屋だって,1,1
37619,i thought so.,私はそうだと思いました。,0,0
27952,got the time?,時間がありましたか？,0,0
33877,drink up!,飲み干す！,0,0
37436,"shit, what?",たわごと、何？,0,0
38079,he left this morning.,彼は今朝出発した。,0,0
26622,i looked at the room you found owen in and something caught my eye.,私はあなたが借りているのを見つけた部屋を見ました、そして何かが私の目を引きました。,0,0
47461,Any message?,何かメッセージは?,0,1
50489,Best regards to Sven's family,スヴェンの家族さん よろしく,0,1
2876,previously on grimm,これまでのグリム,1,1
17181,of all things a ghoul!,交談喜歡的事物的朋友而已,1,1
30464,they've gotten to everybody.,彼らは皆に届きました。,0,0
26754,two of them serious.,それらのうちの2つは深刻です。,0,0
16612,and most of them were driven by words of encouragement,女性たちの殆どは宗教や 政治指導者の,1,1
25922,"that's a pity, isn't it?",それは残念ですよね？,0,0
47836,"If you want to follow them, you have to be part of their world",彼らを従えたいのであれば 彼らの世界の一部にならないといけません,0,1
9906,when there's something he needs to getcreatively.,創作的な役が必要な時に手を貸すの,1,1
34121,i hate the way you speak. it makes me sick!,私はあなたの話し方が嫌いです。気持ち悪い！,0,0
42847,Start thinking about this dream,この夢について考え始め,0,1
37358,it was me.,それは私。,0,0
10311,"i've heated up some warm milk for you, honey.",暖かい牛乳を持ってきたわ,1,1
37668,yliaster is an organization created by the gods themselves to build and maintain the earth and its inhabitants.,イリアステルは、地球とその住民を構築し維持するために神々自身によって作成された組織です。,0,0
14527,i need to climb.,と のぼらないと,1,1
33641,then what exactly is the point of you? !,では、あなたのポイントは正確には何ですか？ ！,0,0
18049,that make me a man?,男になれたか,1,1
14668,i'm sorry.,ボクが悪かった,1,1
3931,"i had an entire house before, detached and all but i was just tired of the lawn care, upkeep and whatnot.",前に一戸建ての家を 持ってたが 芝の手入れとか 維持が面倒だった,1,1
22397,"don't wanna hear, so be quiet.",聞きたくないので、静かにしてください。,0,0
35518,i won't do that.,私はそれをしません。,0,0
52640,Are you a freelance cameraman?,フリーカメラマンか?,0,1
47540,"Yes everyone, thank you. This is delicious.",はい 皆さん お疲れさま。 これ おいしいのよ。,0,1
12484,finding each other to better touch and define the human experience.,人間の経験をより良いものにしています,1,1
21538,ned stark is dead.,ネッドスタークは死んでいます。,0,0
27614,"now, this bleed is extremely traumatic",今、この出血は非常に外傷性です,0,0
52787,I'm really sorry,ほんとにごめん,0,1
37443,tomoya had known it too.,ともやも知っていた。,0,0
18108,it's a bad habit.,悪い癖ね,1,1
32337,[explosions] [screams] they almost hit the command center.,[爆発] [悲鳴]彼らはほとんどコマンドセンターを襲った。,0,0
16028,"i'm mujika. i'm a little embarrassed, but grateful.",ちょいとごめんよ 兄ちゃん,1,1
26334,look out!,外を見る！,0,0
27995,"well, we never needed one.",まあ、私たちはそれを必要としませんでした。,0,0
18011,why did you say that you weren't confident.,自信ないとか 言っときながら。,1,1
30388,the restitution committee has decided your case is worthy of a review,返還委員会は、あなたの訴訟は検討に値すると判断しました,0,0
16861,"so, have you touched the force field thing?",例のフォースフィールドには 触ったことあるのか?,1,1
27433,for the night is dark and full of terrors.,夜は暗くて恐怖に満ちているからです。,0,0
48850,Would you like to do it together?,一緒にやりません?,0,1
46227,Only one universe in the Multiverse,多元宇宙の中の たった1つの宇宙にしかすぎず,0,1
20318,today to find out what she was planning on wearing to her,今日、彼女が彼女に何を着ることを計画していたかを知るために,0,0
4220,"that picture, boy with apple, is priceless. understand?",「林檎を持った少年」の価値は 想像を絶するの、分かってる?,1,1
45766,We also have production facilities in the south of Oxford,また私たちはオックスフォードの南部に 生産設備を持っています,0,1
